Symbol,Description,Technical Rating 1 day,Moving Averages Rating 1 day,Oscillators Rating 1 day,Relative Strength Index (14) 1 day,Momentum (10) 1 day,Awesome Oscillator 1 day,Commodity Channel Index (20) 1 day,"Stochastic (14,3,3) 1 day, %K","Stochastic (14,3,3) 1 day, %D",Candlestick Pattern 1 day
KBH,KB Home,Neutral,Buy,Neutral,56.55889444,3.42,2.938864706,90.97577614,76.92208132,79.4549558,
HYMC,Hycroft Mining Holding Corporation,Neutral,Buy,Sell,48.72028216,-1.44,1.446284412,-21.81156453,30.97624322,40.94540965,
LIVN,LivaNova PLC,Sell,Strong sell,Sell,46.08560226,-1.17,1.461817647,-33.3742318,38.74966316,45.70196712,
INTR,Inter & Co. Inc.,Strong sell,Strong sell,Sell,41.5742576,-0.5,-0.085625,-63.57615681,24.38900768,35.27942768,
PII,Polaris Inc.,Buy,Strong buy,Buy,58.05466248,5.81,5.014452941,125.7632272,81.98992443,79.45004198,
GNW,Genworth Financial Inc,Strong buy,Strong buy,Buy,63.75533549,0.29,0.439652941,100.9304062,88.33036245,89.51227966,
FIBK,"First Interstate BancSystem, Inc.",Strong buy,Strong buy,Buy,61.68479915,0.89,0.931530882,172.5034941,88.20615537,81.87609435,
FRMI,Fermi Inc.,Sell,Strong sell,Neutral,43.78105677,0.34,-0.701638235,6.356908049,43.70946822,45.69822741,
CNK,"Cinemark Holdings, Inc.",Buy,Strong buy,Neutral,55.10019258,-0.93,0.547419118,-14.3611886,23.599463,22.25976552,
HAYW,"Hayward Holdings, Inc.",Strong buy,Strong buy,Buy,69.74442878,1.12,1.079827941,114.1459862,91.23899448,88.45468125,
BKU,"BankUnited, Inc.",Buy,Strong buy,Neutral,51.78298336,-0.39,0.957161765,-0.933043954,47.95996921,47.84883135,
MHO,"M/I Homes, Inc.",Buy,Strong buy,Neutral,62.32020852,10.07,7.477539706,148.5056714,79.58363495,79.63965474,
GEF,Greif Inc.,Sell,Strong sell,Neutral,42.19689136,-3.08,0.286343824,-60.91958911,19.87297014,25.20237243,
KFY,Korn Ferry,Buy,Strong buy,Neutral,58.40770111,2.86,2.591127647,90.74092653,69.76365118,74.01521326,Spinning Top White
OGN,Organon & Co.,Strong buy,Strong buy,Buy,79.43575391,4.62,2.861064118,205.4134019,87.56432021,81.85428081,
FUL,H. B. Fuller Company,Buy,Strong buy,Neutral,54.56567194,-1.72,4.162185294,46.12441808,65.28379309,70.1765257,
AVNT,Avient Corporation,Buy,Strong buy,Buy,50.89265523,-0.63,1.493722059,10.07957955,55.96050382,60.96529483,
RNG,"RingCentral, Inc.",Strong buy,Strong buy,Neutral,56.6132993,3.56,2.314723235,78.45956242,64.37847866,67.01710987,
GPOR,Gulfport Energy Corporation,Sell,Strong sell,Neutral,36.93786921,-9.89,-12.30839118,-70.83593226,20.2321271,19.22868225,
BXMT,"Blackstone Mortgage Trust, Inc.",Buy,Strong buy,Neutral,60.08699864,0.34,0.769894118,77.08617305,80.24239607,80.20888598,
AVA,Avista Corporation,Buy,Buy,Neutral,51.46964798,-0.24,0.500202941,12.78430487,49.78723404,40.10135843,
CWK,Cushman & Wakefield Ltd.,Buy,Strong buy,Neutral,61.56503872,0.73,1.512745588,77.48550067,68.53770957,72.05053956,Long Upper Shadow
OPLN,"OPENLANE, Inc.",Buy,Strong buy,Neutral,68.9914151,1.05,2.431632353,102.0382017,79.60526316,77.94170552,Long Upper Shadow
PLMR,"Palomar Holdings, Inc.",Neutral,Neutral,Neutral,48.88333336,-2.29,4.765629412,-13.93965257,32.90555686,49.63588856,Doji
SKYW,"SkyWest, Inc.",Strong sell,Strong sell,Sell,33.97718803,-11.38,-1.731074706,-217.2013121,11.5086101,18.6923169,
FHB,"First Hawaiian, Inc.",Strong buy,Strong buy,Buy,64.22219663,0.72,1.622955882,81.32175393,69.39165596,71.83444531,
IAC,IAC Inc.,Strong buy,Strong buy,Buy,71.5714175,3.74,4.149977206,92.83028263,76.11257673,77.48157146,
KNSA,"Kiniksa Pharmaceuticals International, plc",Sell,Strong sell,Neutral,40.98691363,-3.69,-3.043313235,-85.55227152,19.60784141,17.57296463,Bullish Engulfing
ADEA,Adeia Inc.,Buy,Strong buy,Sell,75.02538464,3.39,4.323855588,107.3166853,90.61843939,92.83133833,
NIQ,NIQ Global Intelligence plc,Sell,Strong sell,Neutral,48.85933512,0.7,0.224814706,25.01029121,55.8697515,58.38331905,
BOX,"Box, Inc.",Neutral,Buy,Neutral,52.0694829,1.71,0.197630882,86.05544004,77.45926342,80.63675759,"Long Upper Shadow, Shooting Star"
DORM,"Dorman Products, Inc.",Neutral,Neutral,Neutral,53.63762744,0.54,4.217800294,82.06590651,77.17064174,78.06165667,
WSBC,"WesBanco, Inc.",Sell,Sell,Neutral,47.50762042,-1.62,-0.063145588,-58.86910802,32.33333333,27.77041943,
CBU,"Community Financial System, Inc.",Strong buy,Strong buy,Buy,61.24230683,0.19,3.127493824,70.7133819,70.52697582,72.13025978,
BKD,Brookdale Senior Living Inc.,Buy,Strong buy,Buy,51.47708016,0.35,-0.328102941,68.28429715,60.86369771,44.39946019,
BTU,Peabody Energy Corporation,Sell,Strong sell,Neutral,38.29765712,-1.41,-5.196885294,-63.48458833,25.61217082,24.2930646,Bullish Engulfing
TOWN,Towne Bank,Strong buy,Strong buy,Neutral,58.80330353,0.04,1.359542647,55.01961793,50.54039105,52.79293395,
LQDA,Liquidia Corporation,Neutral,Neutral,Neutral,48.75663911,-1.51,-0.507654412,-29.67112771,25.32258065,21.95017135,
EWTX,"Edgewise Therapeutics, Inc.",Sell,Sell,Neutral,43.17838106,-3.2,0.363086765,-123.8722663,7.924551582,10.45438347,
ARLP,"Alliance Resource Partners, L.P.",Sell,Sell,Neutral,42.25540128,-0.95,-2.044547059,-61.4656527,22.47242552,15.95317922,
SXI,Standex International Corporation,Buy,Strong buy,Neutral,52.97797207,-2.83,10.17018088,-1.486077527,63.41508845,71.49863083,
EXPO,"Exponent, Inc.",Sell,Strong sell,Neutral,43.9680493,-0.43,0.241246426,-11.46468232,33.46007605,44.38107309,"Inverted Hammer, Long Upper Shadow"
CVI,CVR Energy Inc.,Strong buy,Strong buy,Neutral,55.9041965,1.07,0.017568824,54.53557082,61.46823887,55.81945759,
STNE,StoneCo Ltd.,Strong sell,Strong sell,Sell,30.3369119,-2.79,-0.219736765,-217.8775701,20.80983667,42.65719464,
NATL,NCR Atleos Corporation,Sell,Sell,Sell,45.69798268,-0.62,1.044720588,-30.5936235,40.24914089,57.03369911,
HG,"Hamilton Insurance Group, Ltd.",Buy,Strong buy,Sell,66.89152365,1.62,2.319177941,102.6225636,86.35662347,88.61151506,Long Upper Shadow
GPCR,Structure Therapeutics Inc.,Sell,Strong sell,Sell,34.01171133,-8.92,-4.623885882,-95.84987897,5.594327871,7.193104564,
FFBC,First Financial Bancorp.,Strong buy,Strong buy,Buy,68.74465686,1.25,1.604238235,166.3091124,86.66616694,75.68999964,
FRPT,"Freshpet, Inc.",Sell,Sell,Neutral,47.475702,-2.8,-0.239673529,30.11827126,47.14875265,54.03492936,
FIZZ,National Beverage Corp.,Buy,Buy,Buy,50.96621108,-0.34,-0.482364706,60.10607385,47.6702509,33.77140581,
RXO,"RXO, Inc.",Buy,Strong buy,Neutral,75.79229441,3.37,4.053126471,100.9410463,84.39352269,84.15620009,Long Upper Shadow
SLG,SL Green Realty Corp,Buy,Strong buy,Neutral,59.76642028,3.4,3.867029412,76.21808551,69.93088945,74.49469823,Shooting Star
COLM,Columbia Sportswear Company,Buy,Strong buy,Buy,58.32809929,3.82,5.319382353,66.60366913,60.43335595,69.96762133,
PATK,"Patrick Industries, Inc.",Sell,Strong sell,Neutral,32.81116166,-15.69,-9.871347059,-128.6517081,8.153570193,13.16027967,
PARR,"Par Pacific Holdings, Inc. Common Stock",Buy,Strong buy,Sell,57.43017293,-1.46,3.449001765,75.87191386,76.74506239,74.97454787,
BKV,BKV Corporation,Strong buy,Strong buy,Buy,59.19569854,1.79,0.014426471,168.8395898,94.03908936,87.23161458,
BATRA,"Atlanta Braves Holdings, Inc. - Series A",Buy,Strong buy,Sell,72.40352124,4.25,4.635020588,105.1323169,82.76920902,85.62086836,
UPST,"Upstart Holdings, Inc.",Neutral,Buy,Neutral,59.25223515,5.05,5.147650294,67.25698046,72.48237622,76.96163971,Long Upper Shadow
NIC,Nicolet Bankshares Inc.,Neutral,Sell,Neutral,46.50118578,-9.23,-1.753973529,-65.35707709,18.53052404,16.52265543,
NMIH,NMI Holdings Inc,Buy,Strong buy,Neutral,71.59336741,2.37,2.336544118,156.2210913,95.39971925,92.38956473,
DNLI,Denali Therapeutics Inc.,Neutral,Neutral,Sell,49.03678752,0.52,-0.190939412,18.86001025,30.61345853,34.64893062,Inverted Hammer
CLBT,Cellebrite DI Ltd.,Strong sell,Strong sell,Sell,43.69783318,0.865,-0.578844118,-33.72263121,44.59219858,50,
ALMS,Alumis Inc.,Buy,Buy,Buy,51.38133642,2.23,1.176285,49.50288128,54.58613933,69.35052996,
RUM,Rumble Inc.,Strong buy,Strong buy,Buy,71.1304166,2.03,1.167075,117.9541471,80.95971459,77.33606452,
BELFA,Bel Fuse Inc.,Buy,Strong buy,Neutral,56.84193526,8.76,35.27754706,64.54501369,77.57054405,88.44899191,
CLSK,"CleanSpark, Inc.",Buy,Strong buy,Neutral,63.73471788,1.49,2.074874118,87.3033271,85.13721237,87.79488202,
RCUS,"Arcus Biosciences, Inc.",Buy,Strong buy,Neutral,57.42902493,2.56,2.291538235,127.3465472,58.36284927,66.33066133,
BOH,Bank of Hawaii Corporation,Strong buy,Strong buy,Buy,57.28752939,-0.43,2.448636471,35.00822742,31.76777914,39.16045283,
PRK,Park National Corporation,Buy,Strong buy,Neutral,58.15945771,-0.49,7.174004412,22.8402944,64.01395024,66.31148922,
APLE,"Apple Hospitality REIT, Inc.",Strong buy,Strong buy,Buy,73.27719147,0.83,0.939338235,112.457078,94.84708228,91.66887325,
CAKE,The Cheesecake Factory Incorporated,Strong buy,Strong buy,Buy,59.67369413,3.61,3.774498824,83.27843562,75.67908393,79.9418548,
AWR,American States Water Company,Buy,Strong buy,Neutral,58.9887931,3.88,3.410408529,111.1105337,79.9904489,78.90630361,
SFNC,Simmons First National Corporation,Strong buy,Strong buy,Buy,61.73190745,0.7,1.411263235,81.95740442,60.60146383,64.88184701,
SBCF,Seacoast Banking Corporation of Florida,Buy,Buy,Buy,50.22578393,-0.66,1.014352941,-8.550567724,33.2577484,45.37759081,
APAM,Artisan Partners Asset Management Inc.,Buy,Buy,Neutral,55.42192603,1.22,1.440508824,83.00150168,77.79247016,82.87310523,
MPT,"Medical Properties Trust, Inc.",Buy,Strong buy,Neutral,56.97163333,0.19,0.308979412,64.75448682,79.07530943,83.24649692,Long Upper Shadow
ICUI,"ICU Medical, Inc.",Strong sell,Strong sell,Neutral,40.4169572,-6.47,-0.973352941,-84.98413515,33.05619658,47.21742078,
PRVA,"Privia Health Group, Inc.",Buy,Strong buy,Neutral,66.35384494,1.4,1.616676176,101.4797796,83.4595995,80.98011671,
KD,"Kyndryl Holdings, Inc.",Neutral,Sell,Neutral,50.27039987,0.52,0.888303529,26.88948386,52.17883418,61.0073571,
GRBK,"Green Brick Partners, Inc.",Buy,Strong buy,Neutral,59.00571479,3.1,5.272409118,86.67311927,80.73500242,83.8213667,Spinning Top White
RUN,Sunrun Inc.,Neutral,Neutral,Buy,49.94911835,0.27,-0.213612647,3.684891174,40.6557377,34.82695811,
OLN,Olin Corporation,Neutral,Neutral,Neutral,47.92846332,-2.6,-0.383715294,-80.50914877,20.10057915,19.75002411,
CPK,Chesapeake Utilities Corporation,Sell,Strong sell,Neutral,47.24825231,-1.81,-0.968179412,0.091124113,36.72888889,26.95468805,
KLRA,"Kailera Therapeutics, Inc.",Neutral,Neutral,Neutral,,,,,,,
ARX,Accelerant Holdings,Neutral,Sell,Neutral,51.15430803,0.75,1.662717647,-34.27089844,34.11996067,57.70798653,
WK,Workiva Inc.,Sell,Strong sell,Sell,38.68120535,-2.22,-4.067563235,-100.9634631,22.76525869,29.5167802,
SDRL,Seadrill Limited,Strong buy,Strong buy,Buy,63.52511741,0.62,1.963774706,142.4025842,77.95160911,69.81574743,
QLYS,"Qualys, Inc.",Sell,Sell,Neutral,45.87288018,3.76,-3.937410588,3.165634088,58.97351046,63.4804144,
MSGE,Madison Square Garden Entertainment Corp.,Strong buy,Strong buy,Buy,65.7908145,3.43,3.066763235,180.7261822,71.18314071,69.25139596,
PLAB,"Photronics, Inc.",Buy,Strong buy,Sell,74.19849334,5.73,8.898029706,118.6074919,91.3246808,91.92153,
QTWO,"Q2 Holdings, Inc.",Sell,Strong sell,Neutral,46.81969979,0.58,1.610501471,6.569669244,38.23529412,49.16610322,
NMRK,"Newmark Group, Inc.",Buy,Strong buy,Buy,60.74034008,0.95,1.185947059,79.96846157,65.86517079,69.68765975,
KMT,Kennametal Inc.,Strong buy,Strong buy,Neutral,59.46583183,0.08,1.649151471,81.91313059,78.32306153,79.54367255,Spinning Top White
VC,Visteon Corporation,Buy,Strong buy,Neutral,76.43746665,19.71,13.98521765,207.3709653,89.87695185,87.1891691,
GBTG,"Global Business Travel Group, Inc.",Neutral,Sell,Neutral,50.59215801,0.07,0.260063235,4.380331646,44.87804878,53.00813008,
TTAM,Titan America SA,Buy,Buy,Neutral,53.42729594,-0.05,0.794415,60.74867197,67.16237561,72.58510582,"Inverted Hammer, Long Upper Shadow"
BCC,"Boise Cascade, L.L.C.",Buy,Strong buy,Neutral,62.69529497,2.31,7.189595588,104.3320418,83.56605766,82.6186114,Long Upper Shadow
VECO,Veeco Instruments Inc.,Buy,Strong buy,Sell,76.51379427,9.63,12.22425618,114.6845951,88.42135214,92.50743286,
BEAM,Beam Therapeutics Inc.,Buy,Strong buy,Neutral,54.12958576,-1.015,3.63344625,35.96430199,57.53215452,69.39862378,
BANC,"Banc of California, Inc.",Buy,Strong buy,Neutral,58.39394873,0.21,0.841101471,62.87801208,68.84349476,67.38588864,
LXP,LXP Industrial Trust,Strong buy,Strong buy,Buy,58.55172698,1.63,2.300997059,78.40575865,68.0447278,68.33666893,Long Upper Shadow
PAGS,PagSeguro Digital Ltd.,Sell,Strong sell,Neutral,44.62973994,-0.545,0.263485294,-71.77497575,10.30605467,21.88461538,
AEO,"American Eagle Outfitters, Inc.",Sell,Strong sell,Buy,44.38009341,-0.19,0.804237059,-23.57854776,24.91039471,38.29555949,Doji
YETI,"YETI Holdings, Inc.",Sell,Sell,Neutral,51.451611,2.51,2.831676471,51.98276811,57.21922706,63.83082865,
DYN,"Dyne Therapeutics, Inc.",Sell,Sell,Sell,45.25070902,-0.96,0.272644118,-77.95188526,15.41153943,30.51032634,
MGEE,MGE Energy Inc.,Buy,Strong buy,Buy,61.336989,1.21,2.302929412,132.4044038,78.06050325,66.05409481,
WDFC,WD-40 Company,Buy,Strong buy,Neutral,54.93289854,14.35,6.908585,102.2970535,83.14733401,86.60500535,
CRVL,CorVel Corp.,Buy,Buy,Neutral,62.45924498,3.82,2.497494118,155.878714,88.1871364,87.70920211,
PFS,"Provident Financial Services, Inc",Strong buy,Strong buy,Buy,62.49402416,0.49,1.059014706,58.22851635,75.91446999,74.81278374,
CURB,Curbline Properties Corp.,Strong buy,Strong buy,Buy,62.81385867,0.81,0.982685294,116.91494,90.80575898,82.03880362,
DHT,"DHT Holdings, Inc.",Strong buy,Strong buy,Neutral,54.83954337,0.77,0.146522353,47.72575533,50.7119173,43.20560786,
COCO,"The Vita Coco Company, Inc.",Buy,Strong buy,Buy,54.74501172,3.22,-2.858655882,190.2729651,62.91936606,41.79060324,
VRNS,"Varonis Systems, Inc.",Buy,Buy,Neutral,58.47239961,3.08,1.374732647,102.0179592,78.88249795,79.28421437,
WU,Western Union Company (The),Strong buy,Strong buy,Buy,54.08760974,0.29,0.065879706,45.63945705,69.57188207,74.62960742,
JOYY,JOYY Inc.,Sell,Strong sell,Neutral,42.6294516,-1.93,-0.861805882,-47.32946858,16.82670325,19.89879592,
DBRG,"DigitalBridge Group, Inc.",Buy,Strong buy,Neutral,68.49091465,0.03,0.134602941,69.52430737,77.93880837,82.29430258,Long Upper Shadow
AMPX,"Amprius Technologies, Inc.",Buy,Strong buy,Neutral,62.36711606,3.03,3.190755,108.9536689,78.16332973,83.87428725,
ETOR,eToro Group Ltd.,Buy,Buy,Neutral,61.86641459,3.08,4.877066471,51.90120965,71.2860836,76.18781043,Doji
IPAR,"Interparfums, Inc.",Sell,Strong sell,Sell,44.37766323,-4.21,0.841397059,-37.26982167,27.11539691,33.93189159,
UNFI,"United Natural Foods, Inc.",Buy,Strong buy,Sell,62.45246161,1.09,3.468615588,91.40498797,70.26960114,67.6540486,Spinning Top Black
CON,"Concentra Group Holdings Parent, Inc.",Buy,Strong buy,Neutral,53.94387113,0.27,0.546282353,68.57147324,79.09186402,81.27291826,
BKE,"Buckle, Inc. (The)",Strong buy,Strong buy,Buy,65.94987395,2.01,4.011876471,93.12684985,88.26800982,87.20057087,
ITGR,Integer Holdings Corporation,Sell,Strong sell,Sell,46.6162598,-2.38,-0.775463235,-84.21191355,32.85883749,26.10208589,
MGRC,McGrath RentCorp,Strong buy,Strong buy,Buy,62.72305065,3.78,3.300044118,157.4587512,80.37874816,61.60431842,
ARQT,"Arcutis Biotherapeutics, Inc.",Sell,Sell,Neutral,47.21183746,-0.7,0.043138235,-24.89803317,24.17218543,22.94777626,
SEDG,"SolarEdge Technologies, Inc.",Strong buy,Strong buy,Buy,57.86378433,4.17,0.411699706,63.77857272,83.09265367,66.81215786,
LCII,LCI Industries,Sell,Strong sell,Neutral,40.22011747,-4.62,-2.783757353,-103.0537672,17.17580114,18.85294999,
DBD,Diebold Nixdorf Incorporated,Neutral,Buy,Sell,51.52251939,-3.07,6.133770588,19.51609009,55.92255559,62.61021191,Bearish Engulfing
UNIT,Uniti Group Inc.,Buy,Strong buy,Neutral,75.17445969,0.92,2.242121471,96.38596181,83.77285638,85.66956188,
KALU,Kaiser Aluminum Corporation,Buy,Strong buy,Sell,79.18119225,31.52,33.931035,173.6788337,84.65484403,85.86755693,
EEFT,"Euronet Worldwide, Inc.",Buy,Strong buy,Neutral,58.68280644,4.76,5.619919412,65.68097959,63.31685151,74.25554976,
DX,"Dynex Capital, Inc.",Strong buy,Strong buy,Neutral,61.85369909,0.71,0.650631176,110.7215216,75.42912025,76.67951349,
SUPN,"Supernus Pharmaceuticals, Inc.",Sell,Strong sell,Neutral,44.98183313,-0.49,-0.494708824,-92.4060058,37.85803238,40.52120855,
WRBY,Warby Parker Inc.,Neutral,Neutral,Neutral,50.59417196,1.97,0.957785294,31.6362318,40.77649805,50.07115053,
TXG,"10x Genomics, Inc.",Neutral,Buy,Neutral,49.68008019,-1.3,1.166876471,-24.02774559,22.43204578,24.35205778,Long Upper Shadow
AMBA,"Ambarella, Inc.",Buy,Strong buy,Sell,69.8698555,10.56,7.5267,157.9489216,90.50025334,93.56186811,
GPK,Graphic Packaging Holding Company,Sell,Strong sell,Buy,45.71795427,-0.2,-0.106191176,-38.28337454,33.33333333,29.91375723,
LFST,"LifeStance Health Group, Inc.",Strong buy,Strong buy,Buy,69.31179709,0.81,0.415667647,176.3198829,90.24134085,88.47451662,
TR,"Tootsie Roll Industries, Inc.",Sell,Sell,Sell,45.03685866,-2.52,-0.453608529,-126.8375652,25.67223343,23.25464806,Doji
RLAY,"Relay Therapeutics, Inc.",Buy,Strong buy,Sell,59.54250828,-0.31,3.277592647,27.73750701,48.23878874,64.78611783,
ARCB,ArcBest Corporation,Strong buy,Strong buy,Buy,80.94310628,18.18,19.13191324,139.5250452,92.28658887,90.46537002,
FBK,FB Financial Corporation,Buy,Buy,Sell,52.16963964,-1.68,0.920212521,10.03939455,32.50698706,31.4617543,
HAE,Haemonetics Corporation,Neutral,Buy,Neutral,52.53028534,1.21,1.157169706,57.26254671,54.92379676,59.70796412,
NOG,"Northern Oil and Gas, Inc.",Neutral,Buy,Neutral,49.17747153,-0.39,-1.395250294,-12.31890323,57.7507062,51.30734117,Spinning Top Black
SBLK,Star Bulk Carriers Corp.,Buy,Strong buy,Neutral,55.23752608,-0.15,0.913927941,43.64039614,37.96270654,46.15166541,
FCPT,"Four Corners Property Trust, Inc.",Strong buy,Strong buy,Buy,57.81439124,0.41,0.459694118,87.27351157,80.55142599,76.21726147,Long Upper Shadow
AEHR,Aehr Test Systems,Buy,Strong buy,Neutral,70.91785724,16.82,38.39950941,73.43377166,82.34360674,87.65519428,
BTDR,Bitdeer Technologies Group,Buy,Buy,Neutral,55.52714829,0.265,2.423592647,28.70200572,64.06649616,72.37976173,
CWT,California Water Service Group,Buy,Strong buy,Buy,54.10051073,1.32,1.567286765,76.5389197,67.73927393,72.3563614,
PBH,Prestige Consumer Healthcare Inc.,Neutral,Sell,Neutral,47.99647309,1.46,-1.404742647,98.02014024,79.45827424,79.00516143,
SHOO,"Steven Madden, Ltd.",Buy,Buy,Neutral,54.07985233,0.21,3.397183824,34.8340409,54.12667518,68.0296877,
DJT,Trump Media & Technology Group Corp.,Buy,Buy,Buy,53.37250117,0.35,0.154512059,47.47559118,30.0395689,29.39566877,
NHC,National HealthCare Corporation,Strong buy,Strong buy,Buy,60.3229536,6.78,7.073101471,117.8926703,60.90207429,55.33837419,
WOR,"Worthington Enterprises, Inc.",Buy,Strong buy,Buy,60.87838813,0.31,3.142217647,92.64965444,82.14704339,73.16789509,
SPNT,SiriusPoint Ltd.,Buy,Strong buy,Neutral,63.58715937,0.76,1.591688235,91.91949982,82.25711836,87.7944163,
AKR,Acadia Realty Trust,Strong buy,Strong buy,Buy,60.75931987,0.49,0.775838235,63.7941325,67.71660859,67.32706498,
CALY,Callaway Golf Company,Buy,Strong buy,Neutral,58.58523365,1.055,1.149992647,93.94188665,80.61108402,82.30424716,Bearish Engulfing
ELVN,"Enliven Therapeutics, Inc.",Buy,Strong buy,Neutral,62.26312111,1.07,6.870147353,57.80646055,49.92424474,57.51742657,Long Upper Shadow
UE,Urban Edge Properties,Strong buy,Strong buy,Buy,65.71073387,0.89,0.783635882,89.98074458,79.86282077,76.21305509,
KOD,Kodiak Sciences Inc,Buy,Strong buy,Neutral,60.87723537,2.16,9.953262059,62.68506561,65.49162205,71.04469864,
CHEF,"The Chefs' Warehouse, Inc.",Strong buy,Strong buy,Buy,61.47210452,2.2,3.011036765,92.1881888,86.39247219,86.14213319,
SLNO,"Soleno Therapeutics, Inc.",Buy,Strong buy,Neutral,76.96448859,0.11,9.913220588,43.34117493,84.93597586,92.19476003,
HTFL,"Heartflow, Inc.",Strong buy,Strong buy,Buy,65.03142429,4.3,5.149292941,79.76973278,72.68508314,79.07223897,
CALX,"Calix, Inc",Sell,Strong sell,Neutral,32.55149036,-6.09,-4.760578824,-148.089171,16.1817678,20.87820469,
PHIN,PHINIA Inc.,Buy,Strong buy,Neutral,54.15730995,-0.92,4.336523529,57.98462676,76.72750978,75.69897146,Bearish Engulfing
HNI,HNI Corporation,Neutral,Buy,Neutral,54.28395493,2.43,1.257451176,90.77959279,81.98471431,81.55572578,Spinning Top Black
SEZL,Sezzle Inc.,Buy,Strong buy,Neutral,58.1576198,18.63,11.61159412,74.30913236,70.4874019,75.19275781,
WAFD,"WaFd, Inc.",Buy,Strong buy,Neutral,73.0794151,2.77,2.889482353,110.4707661,84.83243717,83.02755774,
TNK,Teekay Tankers Ltd.,Strong buy,Strong buy,Buy,59.73878615,2.63,2.50568,136.6528477,55.16916596,36.79766978,
VCYT,"Veracyte, Inc.",Buy,Buy,Neutral,52.91821381,1.41,0.926482353,96.06013441,69.47444204,66.83465323,Long Upper Shadow
UA,"Under Armour, Inc.",Buy,Strong buy,Buy,52.04225385,0.21,0.204528235,36.57434545,47.13697531,56.23071318,Marubozu White
NGVT,Ingevity Corporation,Strong buy,Strong buy,Neutral,62.98634637,0.34,4.605104412,102.0357212,79.18155561,75.10831365,
HUBG,"Hub Group, Inc.",Strong buy,Strong buy,Buy,70.14028595,4.63,5.525864412,93.56896125,78.73322888,83.76249161,
VERA,"Vera Therapeutics, Inc.",Sell,Strong sell,Neutral,36.02109751,-6.43,-1.615925,-140.6925831,9.080865872,10.61611079,
